"University","Category","Email","QS 2026 Rank"
"University of Salford","AI/Cyber Security MSc","pg.admissions@salford.ac.uk","1001-1200"
"Teesside University","General Admissions","admissions@tees.ac.uk","1001-1200"
"Teesside University","UG Admissions","ug.admissions@tees.ac.uk","1001-1200"
"Teesside University","PGT Admissions","pg.admissions@tees.ac.uk","1001-1200"
"Teesside University","PGR Admissions","phd.admissions@tees.ac.uk","1001-1200"
"Teesside University","CS/Computing","computing@tees.ac.uk","1001-1200"
"Teesside University","Engineering","eng.admissions@tees.ac.uk","1001-1200"
"Teesside University","International Admissions","international@tees.ac.uk","1001-1200"
"Teesside University","Student Finance","fees@tees.ac.uk","1001-1200"
"Teesside University","AI/Cyber Security MSc","pg.admissions@tees.ac.uk","1001-1200"
"Univ of Sunderland","General Admissions","admissions@sunderland.ac.uk","1001-1200"
"Univ of Sunderland","UG Admissions","ug.admissions@sunderland.ac.uk","1001-1200"
"Univ of Sunderland","PGT Admissions","pg.admissions@sunderland.ac.uk","1001-1200"
"Univ of Sunderland","PGR Admissions","phd.admissions@sunderland.ac.uk","1001-1200"
"Univ of Sunderland","CS/Computing","computing@sunderland.ac.uk","1001-1200"
"Univ of Sunderland","Engineering","eng.admissions@sunderland.ac.uk","1001-1200"
"Univ of Sunderland","International Admissions","international@sunderland.ac.uk","1001-1200"
"Univ of Sunderland","Student Finance","fees@sunderland.ac.uk","1001-1200"
"Univ of Sunderland","Cyber/Data Science MSc","pg.admissions@sunderland.ac.uk","1001-1200"
"Anglia Ruskin University","General Admissions","admissions@aru.ac.uk","1001-1200"
"Anglia Ruskin University","UG Admissions","ug.admissions@aru.ac.uk","1001-1200"
"Anglia Ruskin University","PGT Admissions","pg.admissions@aru.ac.uk","1001-1200"
"Anglia Ruskin University","PGR Admissions","phd.admissions@aru.ac.uk","1001-1200"
"Anglia Ruskin University","CS/Computing","computing@aru.ac.uk","1001-1200"
"Anglia Ruskin University","Engineering","eng.admissions@aru.ac.uk","1001-1200"
"Anglia Ruskin University","International Admissions","international@aru.ac.uk","1001-1200"
"Anglia Ruskin University","Student Finance","fees@aru.ac.uk","1001-1200"
"Anglia Ruskin University","AI/Data Science MSc","pg.admissions@aru.ac.uk","1001-1200"
"Univ of Gloucestershire","General Admissions","admissions@glos.ac.uk","1001-1200"
"Univ of Gloucestershire","UG Admissions","ug.admissions@glos.ac.uk","1001-1200"
"Univ of Gloucestershire","PGT Admissions","pg.admissions@glos.ac.uk","1001-1200"
"Univ of Gloucestershire","PGR Admissions","phd.admissions@glos.ac.uk","1001-1200"
"Univ of Gloucestershire","CS/Computing","computing@glos.ac.uk","1001-1200"
"Univ of Gloucestershire","International Admissions","international@glos.ac.uk","1001-1200"
"Univ of Gloucestershire","Student Finance","fees@glos.ac.uk","1001-1200"
"Univ of Gloucestershire","Cyber/Data Science MSc","pg.admissions@glos.ac.uk","1001-1200"
"Univ of Gloucestershire","Accommodation","accommodation@glos.ac.uk","1001-1200"
"Buckinghamshire New Univ","General Admissions","admissions@bucks.ac.uk","1001-1200"
"Buckinghamshire New Univ","UG Admissions","ug.admissions@bucks.ac.uk","1001-1200"
"Buckinghamshire New Univ","PGT Admissions","pg.admissions@bucks.ac.uk","1001-1200"
"Buckinghamshire New Univ","PGR Admissions","phd.admissions@bucks.ac.uk","1001-1200"
"Buckinghamshire New Univ","CS/Computing","computing@bucks.ac.uk","1001-1200"
"Buckinghamshire New Univ","International Admissions","international@bucks.ac.uk","1001-1200"
"Buckinghamshire New Univ","Student Finance","fees@bucks.ac.uk","1001-1200"
"Buckinghamshire New Univ","Cyber Security MSc","pg.admissions@bucks.ac.uk","1001-1200"
"Buckinghamshire New Univ","CS (Conversion) MSc","pg.admissions@bucks.ac.uk","1001-1200"
"Buckinghamshire New Univ","Accommodation","accommodation@bucks.ac.uk","1001-1200"
"Univ of Bolton","General Admissions","admissions@bolton.ac.uk","1201-1400"
"Univ of Bolton","UG Admissions","ug.admissions@bolton.ac.uk","1201-1400"
"Univ of Bolton","PGT Admissions","pg.admissions@bolton.ac.uk","1201-1400"
"Univ of Bolton","PGR Admissions","phd.admissions@bolton.ac.uk","1201-1400"
"Univ of Bolton","CS/Computing","computing@bolton.ac.uk","1201-1400"
"Univ of Bolton","Engineering","eng.admissions@bolton.ac.uk","1201-1400"
"Univ of Bolton","International Admissions","international@bolton.ac.uk","1201-1400"
"Univ of Bolton","Student Finance","fees@bolton.ac.uk","1201-1400"
"Univ of Bolton","AI MSc","pg.admissions@bolton.ac.uk","1201-1400"
"Univ of Bolton","Accommodation","accommodation@bolton.ac.uk","1201-1400"
"Edge Hill University","General Admissions","admissions@edgehill.ac.uk","1201-1400"
"Edge Hill University","UG Admissions","ug.admissions@edgehill.ac.uk","1201-1400"
"Edge Hill University","PGT Admissions","pg.admissions@edgehill.ac.uk","1201-1400"
"Edge Hill University","PGR Admissions","phd.admissions@edgehill.ac.uk","1201-1400"
"Edge Hill University","CS/Computing","computing@edgehill.ac.uk","1201-1400"
"Edge Hill University","International Admissions","international@edgehill.ac.uk","1201-1400"
"Edge Hill University","Student Finance","fees@edgehill.ac.uk","1201-1400"
"Edge Hill University","Data Science/Comp MSc","pg.admissions@edgehill.ac.uk","1201-1400"
"Edge Hill University","Accommodation","accommodation@edgehill.ac.uk","1201-1400"
"Univ of Northampton","General Admissions","admissions@northampton.ac.uk","1201-1400"
"Univ of Northampton","UG Admissions","ug.admissions@northampton.ac.uk","1201-1400"
"Univ of Northampton","PGT Admissions","pg.admissions@northampton.ac.uk","1201-1400"
"Univ of Northampton","PGR Admissions","phd.admissions@northampton.ac.uk","1201-1400"
"Univ of Northampton","CS/Computing","computing@northampton.ac.uk","1201-1400"
"Univ of Northampton","International Admissions","intadmissions@northampton.ac.uk","1201-1400"
"Univ of Northampton","Student Finance","fees@northampton.ac.uk","1201-1400"
"Univ of Northampton","AI MSc","pg.admissions@northampton.ac.uk","1201-1400"
"Univ of Northampton","CAS Team","cas@northampton.ac.uk","1201-1400"
"Univ of Northampton","Accommodation","accommodation@northampton.ac.uk","1201-1400"
"Univ of Worcester","General Admissions","admissions@worc.ac.uk","1201-1400"
"Univ of Worcester","UG Admissions","ug.admissions@worc.ac.uk","1201-1400"
"Univ of Worcester","PGT Admissions","pg.admissions@worc.ac.uk","1201-1400"
"Univ of Worcester","PGR Admissions","phd.admissions@worc.ac.uk","1201-1400"
"Univ of Worcester","CS/Computing","computing@worc.ac.uk","1201-1400"
"Univ of Worcester","International Admissions","international@worc.ac.uk","1201-1400"
"Univ of Worcester","Student Finance","fees@worc.ac.uk","1201-1400"
"Univ of Worcester","Cyber Security/AI MSc","pg.admissions@worc.ac.uk","1201-1400"
"Univ of Worcester","Accommodation","accommodation@worc.ac.uk","1201-1400"
"Univ of Roehampton","General Admissions","admissions@roehampton.ac.uk","1201-1400"
"Univ of Roehampton","UG Admissions","ug.admissions@roehampton.ac.uk","1201-1400"
"Univ of Roehampton","PGT Admissions","pg.admissions@roehampton.ac.uk","1201-1400"
"Univ of Roehampton","PGR Admissions","phd.admissions@roehampton.ac.uk","1201-1400"
"Univ of Roehampton","CS/Computing","computing@roehampton.ac.uk","1201-1400"
"Univ of Roehampton","International Admissions","international@roehampton.ac.uk","1201-1400"
"Univ of Roehampton","Student Finance","fees@roehampton.ac.uk","1201-1400"
"Univ of Roehampton","AI/Data Science MSc","pg.admissions@roehampton.ac.uk","1201-1400"
"Univ of Roehampton","Accommodation","accommodation@roehampton.ac.uk","1201-1400"
"Southampton Solent Univ","General Admissions","admissions@solent.ac.uk","1201-1400"
"Southampton Solent Univ","UG Admissions","ug.admissions@solent.ac.uk","1201-1400"
"Southampton Solent Univ","PGT Admissions","pg.admissions@solent.ac.uk","1201-1400"
"Southampton Solent Univ","PGR Admissions","phd.admissions@solent.ac.uk","1201-1400"
"Southampton Solent Univ","CS/Computing","computing@solent.ac.uk","1201-1400"
"Southampton Solent Univ","International Admissions","international@solent.ac.uk","1201-1400"
"Southampton Solent Univ","Student Finance","fees@solent.ac.uk","1201-1400"
"Southampton Solent Univ","Cyber Security MSc","pg.admissions@solent.ac.uk","1201-1400"
"Southampton Solent Univ","CS (Conversion) MSc","pg.admissions@solent.ac.uk","1201-1400"
"Southampton Solent Univ","Accommodation","accommodation@solent.ac.uk","1201-1400"
"Univ of Cumbria","General Admissions","admissions@cumbria.ac.uk","1201-1400"
"Univ of Cumbria","UG Admissions","ug.admissions@cumbria.ac.uk","1201-1400"
"Univ of Cumbria","PGT Admissions","pg.admissions@cumbria.ac.uk","1201-1400"
"Univ of Cumbria","PGR Admissions","phd.admissions@cumbria.ac.uk","1201-1400"
"Univ of Cumbria","CS/Computing","computing@cumbria.ac.uk","1201-1400"
"Univ of Cumbria","International Admissions","international@cumbria.ac.uk","1201-1400"
"Univ of Cumbria","Student Finance","fees@cumbria.ac.uk","1201-1400"
"Univ of Cumbria","Cyber Security/CS MSc","pg.admissions@cumbria.ac.uk","1201-1400"
"Univ of Cumbria","Accommodation","accommodation@cumbria.ac.uk","1201-1400"
"Univ of Suffolk","General Admissions","admissions@uos.ac.uk","1201-1400"
"Univ of Suffolk","UG Admissions","ug.admissions@uos.ac.uk","1201-1400"
"Univ of Suffolk","PGT Admissions","pg.admissions@uos.ac.uk","1201-1400"
"Univ of Suffolk","PGR Admissions","phd.admissions@uos.ac.uk","1201-1400"
"Univ of Suffolk","CS/Computing","computing@uos.ac.uk","1201-1400"
"Univ of Suffolk","International Admissions","international@uos.ac.uk","1201-1400"
"Univ of Suffolk","Student Finance","fees@uos.ac.uk","1201-1400"
"Univ of Suffolk","AI/Cyber Security MSc","pg.admissions@uos.ac.uk","1201-1400"
"Univ of Suffolk","Accommodation","accommodation@uos.ac.uk","1201-1400"
"Bath Spa University","General Admissions","admissions@bathspa.ac.uk","1201-1400"
"Bath Spa University","UG Admissions","ug.admissions@bathspa.ac.uk","1201-1400"
"Bath Spa University","PGT Admissions","pg.admissions@bathspa.ac.uk","1201-1400"
"Bath Spa University","PGR Admissions","phd.admissions@bathspa.ac.uk","1201-1400"
"Bath Spa University","CS/Computing","computing@bathspa.ac.uk","1201-1400"
"Bath Spa University","International Admissions","international@bathspa.ac.uk","1201-1400"
"Bath Spa University","Student Finance","fees@bathspa.ac.uk","1201-1400"
"Bath Spa University","CS (AI)/Data Sci MSc","pg.admissions@bathspa.ac.uk","1201-1400"
"Bath Spa University","Accommodation","accommodation@bathspa.ac.uk","1201-1400"
"Univ for Creative Arts","General Admissions","admissions@uca.ac.uk","1201-1400"
"Univ for Creative Arts","UG Admissions","ug.admissions@uca.ac.uk","1201-1400"
"Univ for Creative Arts","PGT Admissions","pg.admissions@uca.ac.uk","1201-1400"
"Univ for Creative Arts","PGR Admissions","phd.admissions@uca.ac.uk","1201-1400"
"Univ for Creative Arts","International Admissions","international@uca.ac.uk","1201-1400"
"Univ for Creative Arts","Student Finance","fees@uca.ac.uk","1201-1400"
"Univ for Creative Arts","Creative Tech/Game MSc","pg.admissions@uca.ac.uk","1201-1400"
"Univ for Creative Arts","Accommodation","accommodation@uca.ac.uk","1201-1400"
"Univ for Creative Arts","CAS Queries","cas@uca.ac.uk","1201-1400"
"Leeds Beckett University","General Admissions","admissions@leedsbeckett.ac.uk","1401+"
"Leeds Beckett University","UG Admissions","ug.admissions@leedsbeckett.ac.uk","1401+"
"Leeds Beckett University","PGT Admissions","pg.admissions@leedsbeckett.ac.uk","1401+"
"Leeds Beckett University","PGR Admissions","phd.admissions@leedsbeckett.ac.uk","1401+"
"Leeds Beckett University","CS/Computing","computing@leedsbeckett.ac.uk","1401+"
"Leeds Beckett University","Engineering","eng.admissions@leedsbeckett.ac.uk","1401+"
"Leeds Beckett University","International Admissions","international@leedsbeckett.ac.uk","1401+"
"Leeds Beckett University","Student Finance","fees@leedsbeckett.ac.uk","1401+"
"Leeds Beckett University","Cyber Security MSc","pg.admissions@leedsbeckett.ac.uk","1401+"
"Leeds Beckett University","Accommodation","accommodation@leedsbeckett.ac.uk","1401+"
"York St John University","General Admissions","admissions@yorksj.ac.uk","1401+"
"York St John University","UG Admissions","ug.admissions@yorksj.ac.uk","1401+"
"York St John University","PGT Admissions","pg.admissions@yorksj.ac.uk","1401+"
"York St John University","PGR Admissions","phd.admissions@yorksj.ac.uk","1401+"
"York St John University","CS/Computing","computing@yorksj.ac.uk","1401+"
"York St John University","International Admissions","international@yorksj.ac.uk","1401+"
"York St John University","Student Finance","fees@yorksj.ac.uk","1401+"
"York St John University","AI/Cyber Security MSc","pg.admissions@yorksj.ac.uk","1401+"
"York St John University","Accommodation","accommodation@yorksj.ac.uk","1401+"
"Liverpool Hope University","General Admissions","admissions@hope.ac.uk","1401+"
"Liverpool Hope University","UG Admissions","ug.admissions@hope.ac.uk","1401+"
"Liverpool Hope University","PGT Admissions","pg.admissions@hope.ac.uk","1401+"
"Liverpool Hope University","PGR Admissions","phd.admissions@hope.ac.uk","1401+"
"Liverpool Hope University","CS/Computing","computing@hope.ac.uk","1401+"
"Liverpool Hope University","International Admissions","international@hope.ac.uk","1401+"
"Liverpool Hope University","Student Finance","fees@hope.ac.uk","1401+"
"Liverpool Hope University","Data Science/CS MSc","pg.admissions@hope.ac.uk","1401+"
"Liverpool Hope University","Accommodation","accommodation@hope.ac.uk","1401+"
"Univ of Chichester","General Admissions","admissions@chi.ac.uk","1401+"
"Univ of Chichester","UG Admissions","ug.admissions@chi.ac.uk","1401+"
"Univ of Chichester","PGT Admissions","pg.admissions@chi.ac.uk","1401+"
"Univ of Chichester","PGR Admissions","phd.admissions@chi.ac.uk","1401+"
"Univ of Chichester","CS/Computing","computing@chi.ac.uk","1401+"
"Univ of Chichester","International Admissions","international@chi.ac.uk","1401+"
"Univ of Chichester","Student Finance","fees@chi.ac.uk","1401+"
"Univ of Chichester","CS MSc","pg.admissions@chi.ac.uk","1401+"
"Univ of Chichester","Accommodation","accommodation@chi.ac.uk","1401+"
"Univ of Chichester","Engineering","eng.admissions@chi.ac.uk","1401+"
"Univ of West London","General Admissions","admissions@uwl.ac.uk","1401+"
"Univ of West London","UG Admissions","ug.admissions@uwl.ac.uk","1401+"
"Univ of West London","PGT Admissions","pg.admissions@uwl.ac.uk","1401+"
"Univ of West London","PGR Admissions","phd.admissions@uwl.ac.uk","1401+"
"Univ of West London","CS/Computing","computing@uwl.ac.uk","1401+"
"Univ of West London","International Admissions","international@uwl.ac.uk","1401+"
"Univ of West London","Student Finance","fees@uwl.ac.uk","1401+"
"Univ of West London","AI/Data Science MSc","pg.admissions@uwl.ac.uk","1401+"
"Univ of West London","Accommodation","accommodation@uwl.ac.uk","1401+"
"Univ of Winchester","General Admissions","admissions@winchester.ac.uk","1401+"
"Univ of Winchester","UG Admissions","ug.admissions@winchester.ac.uk","1401+"
"Univ of Winchester","PGT Admissions","pg.admissions@winchester.ac.uk","1401+"
"Univ of Winchester","PGR Admissions","phd.admissions@winchester.ac.uk","1401+"
"Univ of Winchester","CS/Computing","computing@winchester.ac.uk","1401+"
"Univ of Winchester","International Admissions","international@winchester.ac.uk","1401+"
"Univ of Winchester","Student Finance","fees@winchester.ac.uk","1401+"
"Univ of Winchester","Cyber Security/CS MSc","pg.admissions@winchester.ac.uk","1401+"
"Univ of Winchester","Accommodation","accommodation@winchester.ac.uk","1401+"
"Robert Gordon University","General Admissions","admissions@rgu.ac.uk","1401+"
"Robert Gordon University","UG Admissions","ug.admissions@rgu.ac.uk","1401+"
"Robert Gordon University","PGT Admissions","pg.admissions@rgu.ac.uk","1401+"
"Robert Gordon University","PGR Admissions","phd.admissions@rgu.ac.uk","1401+"
"Robert Gordon University","CS/Computing","computing@rgu.ac.uk","1401+"
"Robert Gordon University","Engineering","eng.admissions@rgu.ac.uk","1401+"
"Robert Gordon University","International Admissions","international@rgu.ac.uk","1401+"
"Robert Gordon University","Student Finance","fees@rgu.ac.uk","1401+"
"Robert Gordon University","AI/Cyber Security MSc","pg.admissions@rgu.ac.uk","1401+"
"Queen Margaret University","General Admissions","admissions@qmu.ac.uk","1401+"
"Queen Margaret University","UG Admissions","ug.admissions@qmu.ac.uk","1401+"
"Queen Margaret University","PGT Admissions","pg.admissions@qmu.ac.uk","1401+"
"Queen Margaret University","PGR Admissions","phd.admissions@qmu.ac.uk","1401+"
"Queen Margaret University","CS/Computing","computing@qmu.ac.uk","1401+"
"Queen Margaret University","International Admissions","international@qmu.ac.uk","1401+"
"Queen Margaret University","Student Finance","fees@qmu.ac.uk","1401+"
"Queen Margaret University","AI/Data Science MSc","pg.admissions@qmu.ac.uk","1401+"
"Queen Margaret University","Accommodation","accommodation@qmu.ac.uk","1401+"
"Abertay University","General Admissions","admissions@abertay.ac.uk","1401+"
"Abertay University","UG Admissions","ug.admissions@abertay.ac.uk","1401+"
"Abertay University","PGT Admissions","pg.admissions@abertay.ac.uk","1401+"
"Abertay University","PGR Admissions","phd.admissions@abertay.ac.uk","1401+"
"Abertay University","CS/Computing","computing@abertay.ac.uk","1401+"
"Abertay University","International Admissions","international@abertay.ac.uk","1401+"
"Abertay University","Student Finance","fees@abertay.ac.uk","1401+"
"Abertay University","Ethical Hacking/Cyber MSc","pg.admissions@abertay.ac.uk","1401+"
"Abertay University","AI/UX MSc","pg.admissions@abertay.ac.uk","1401+"
"St Marys Univ Twickenham","General Admissions","admissions@stmarys.ac.uk","1401+"
"St Marys Univ Twickenham","UG Admissions","ug.admissions@stmarys.ac.uk","1401+"
"St Marys Univ Twickenham","PGT Admissions","pg.admissions@stmarys.ac.uk","1401+"
"St Marys Univ Twickenham","PGR Admissions","phd.admissions@stmarys.ac.uk","1401+"
"St Marys Univ Twickenham","CS/Computing","computing@stmarys.ac.uk","1401+"
"St Marys Univ Twickenham","International Admissions","international@stmarys.ac.uk","1401+"
"St Marys Univ Twickenham","Student Finance","fees@stmarys.ac.uk","1401+"
"St Marys Univ Twickenham","CS/Data Science MSc","pg.admissions@stmarys.ac.uk","1401+"
"St Marys Univ Twickenham","Accommodation","accommodation@stmarys.ac.uk","1401+"
"Univ of Staffordshire","General Admissions","admissions@staffs.ac.uk","1401+"
"Univ of Staffordshire","UG Admissions","ug.admissions@staffs.ac.uk","1401+"
"Univ of Staffordshire","PGT Admissions","pg.admissions@staffs.ac.uk","1401+"
"Univ of Staffordshire","PGR Admissions","phd.admissions@staffs.ac.uk","1401+"
"Univ of Staffordshire","CS/Computing","computing@staffs.ac.uk","1401+"
"Univ of Staffordshire","International Admissions","international@staffs.ac.uk","1401+"
"Univ of Staffordshire","Student Finance","fees@staffs.ac.uk","1401+"
"Univ of Staffordshire","Cyber Security/CS MSc","pg.admissions@staffs.ac.uk","1401+"
"Univ of Staffordshire","Accommodation","accommodation@staffs.ac.uk","1401+"
"Leeds Trinity University","General Admissions","admissions@leedstrinity.ac.uk","1401+"
"Leeds Trinity University","UG Admissions","ug.admissions@leedstrinity.ac.uk","1401+"
"Leeds Trinity University","PGT Admissions","pg.admissions@leedstrinity.ac.uk","1401+"
"Leeds Trinity University","PGR Admissions","phd.admissions@leedstrinity.ac.uk","1401+"
"Leeds Trinity University","CS/Computing","computing@leedstrinity.ac.uk","1401+"
"Leeds Trinity University","International Admissions","international@leedstrinity.ac.uk","1401+"
"Leeds Trinity University","Student Finance","fees@leedstrinity.ac.uk","1401+"
"Leeds Trinity University","CS/Cyber Security MSc","pg.admissions@leedstrinity.ac.uk","1401+"
"Leeds Trinity University","Accommodation","accommodation@leedstrinity.ac.uk","1401+"
"Bishop Grosseteste Univ","General Admissions","admissions@bishopg.ac.uk","1401+"
"Bishop Grosseteste Univ","UG Admissions","ug.admissions@bishopg.ac.uk","1401+"
"Bishop Grosseteste Univ","PGT Admissions","pg.admissions@bishopg.ac.uk","1401+"
"Bishop Grosseteste Univ","PGR Admissions","phd.admissions@bishopg.ac.uk","1401+"
"Bishop Grosseteste Univ","CS/Computing","computing@bishopg.ac.uk","1401+"
"Bishop Grosseteste Univ","International Admissions","international@bishopg.ac.uk","1401+"
"Bishop Grosseteste Univ","Student Finance","fees@bishopg.ac.uk","1401+"
"Bishop Grosseteste Univ","CS/Data Science MSc","pg.admissions@bishopg.ac.uk","1401+"
"Bishop Grosseteste Univ","Accommodation","accommodation@bishopg.ac.uk","1401+"
"Cranfield University","General Admissions","admissions@cranfield.ac.uk","N/A"
"Cranfield University","PGT Admissions","pg.admissions@cranfield.ac.uk","N/A"
"Cranfield University","PGR Admissions","phd.admissions@cranfield.ac.uk","N/A"
"Cranfield University","CS/Computing","computing@cranfield.ac.uk","N/A"
"Cranfield University","Engineering","eng.admissions@cranfield.ac.uk","N/A"
"Cranfield University","International Admissions","international@cranfield.ac.uk","N/A"
"Cranfield University","Student Finance","fees@cranfield.ac.uk","N/A"
"Cranfield University","AI/Cyber/Data Science","pg.admissions@cranfield.ac.uk","N/A"
"SOAS Univ of London","General Admissions","admissions@soas.ac.uk","N/A"
"SOAS Univ of London","UG Admissions","ug.admissions@soas.ac.uk","N/A"
"SOAS Univ of London","PGT Admissions","pg.admissions@soas.ac.uk","N/A"
"SOAS Univ of London","PGR Admissions","phd.admissions@soas.ac.uk","N/A"
"SOAS Univ of London","CS/Computing","computing@soas.ac.uk","N/A"
"SOAS Univ of London","International Admissions","international@soas.ac.uk","N/A"
"SOAS Univ of London","Student Finance","fees@soas.ac.uk","N/A"
"SOAS Univ of London","Data Science/AI MSc","pg.admissions@soas.ac.uk","N/A"
"SOAS Univ of London","Accommodation","accommodation@soas.ac.uk","N/A"
"Open University","General Admissions","admissions@open.ac.uk","N/A"
"Open University","UG Admissions","ug.admissions@open.ac.uk","N/A"
"Open University","PGT Admissions","pg.admissions@open.ac.uk","N/A"
"Open University","PGR Admissions","phd.admissions@open.ac.uk","N/A"
"Open University","CS/Computing","computing@open.ac.uk","N/A"
"Open University","Engineering","eng.admissions@open.ac.uk","N/A"
"Open University","International Admissions","international@open.ac.uk","N/A"
"Open University","Student Finance","fees@open.ac.uk","N/A"
"Open University","AI/Cyber Security MSc","pg.admissions@open.ac.uk","N/A"
"London Metropolitan Univ","General Admissions","admissions@londonmet.ac.uk","N/A"
"London Metropolitan Univ","UG Admissions","ug.admissions@londonmet.ac.uk","N/A"
"London Metropolitan Univ","PGT Admissions","pg.admissions@londonmet.ac.uk","N/A"
"London Metropolitan Univ","PGR Admissions","phd.admissions@londonmet.ac.uk","N/A"
"London Metropolitan Univ","CS/Computing","computing@londonmet.ac.uk","N/A"
"London Metropolitan Univ","Engineering","eng.admissions@londonmet.ac.uk","N/A"
"London Metropolitan Univ","International Admissions","international@londonmet.ac.uk","N/A"
"London Metropolitan Univ","Student Finance","fees@londonmet.ac.uk","N/A"
"London Metropolitan Univ","AI/Cyber Security MSc","pg.admissions@londonmet.ac.uk","N/A"
"Wales Trinity Saint David","General Admissions","admissions@uwtsd.ac.uk","N/A"
"Wales Trinity Saint David","UG Admissions","ug.admissions@uwtsd.ac.uk","N/A"
"Wales Trinity Saint David","PGT Admissions","pg.admissions@uwtsd.ac.uk","N/A"
"Wales Trinity Saint David","PGR Admissions","phd.admissions@uwtsd.ac.uk","N/A"
"Wales Trinity Saint David","CS/Computing","computing@uwtsd.ac.uk","N/A"
"Wales Trinity Saint David","International Admissions","international@uwtsd.ac.uk","N/A"
"Wales Trinity Saint David","Student Finance","fees@uwtsd.ac.uk","N/A"
"Wales Trinity Saint David","AI/Cyber Security MSc","pg.admissions@uwtsd.ac.uk","N/A"
"Wales Trinity Saint David","Accommodation","accommodation@uwtsd.ac.uk","N/A"
"Wrexham Glyndwr Univ","General Admissions","admissions@glyndwr.ac.uk","N/A"
"Wrexham Glyndwr Univ","UG Admissions","ug.admissions@glyndwr.ac.uk","N/A"
"Wrexham Glyndwr Univ","PGT Admissions","pg.admissions@glyndwr.ac.uk","N/A"
"Wrexham Glyndwr Univ","PGR Admissions","phd.admissions@glyndwr.ac.uk","N/A"
"Wrexham Glyndwr Univ","CS/Computing","computing@glyndwr.ac.uk","N/A"
"Wrexham Glyndwr Univ","International Admissions","international@glyndwr.ac.uk","N/A"
"Wrexham Glyndwr Univ","Student Finance","fees@glyndwr.ac.uk","N/A"
"Wrexham Glyndwr Univ","Cyber Security/CS MSc","pg.admissions@glyndwr.ac.uk","N/A"
"Wrexham Glyndwr Univ","Accommodation","accommodation@glyndwr.ac.uk","N/A"
"Cardiff Metropolitan Univ","General Admissions","admissions@cardiffmet.ac.uk","N/A"
"Cardiff Metropolitan Univ","UG Admissions","ug.admissions@cardiffmet.ac.uk","N/A"
"Cardiff Metropolitan Univ","PGT Admissions","pg.admissions@cardiffmet.ac.uk","N/A"
"Cardiff Metropolitan Univ","PGR Admissions","phd.admissions@cardiffmet.ac.uk","N/A"
"Cardiff Metropolitan Univ","CS/Technology","cs.admissions@cardiffmet.ac.uk","N/A"
"Cardiff Metropolitan Univ","International Admissions","international@cardiffmet.ac.uk","N/A"
"Cardiff Metropolitan Univ","Student Finance","fees@cardiffmet.ac.uk","N/A"
"Cardiff Metropolitan Univ","Cyber/Robotics/AI MSc","pg.admissions@cardiffmet.ac.uk","N/A"
"Cardiff Metropolitan Univ","Accommodation","accommodation@cardiffmet.ac.uk","N/A"
"Univ of Buckingham","General Admissions","admissions@buckingham.ac.uk","N/A"
"Univ of Buckingham","UG Admissions","ug.admissions@buckingham.ac.uk","N/A"
"Univ of Buckingham","PGT Admissions","pg.admissions@buckingham.ac.uk","N/A"
"Univ of Buckingham","PGR Admissions","phd.admissions@buckingham.ac.uk","N/A"
"Univ of Buckingham","CS/Computing","computing@buckingham.ac.uk","N/A"
"Univ of Buckingham","International Admissions","international@buckingham.ac.uk","N/A"
"Univ of Buckingham","Student Finance","fees@buckingham.ac.uk","N/A"
"Univ of Buckingham","AI/CS MSc","pg.admissions@buckingham.ac.uk","N/A"
"Univ of Buckingham","Accommodation","accommodation@buckingham.ac.uk","N/A"
"University of Law","General Admissions","admissions@law.ac.uk","N/A"
"University of Law","UG Admissions","ug.admissions@law.ac.uk","N/A"
"University of Law","PGT Admissions","pg.admissions@law.ac.uk","N/A"
"University of Law","PGR Admissions","phd.admissions@law.ac.uk","N/A"
"University of Law","Legal Tech/CS MSc","pg.admissions@law.ac.uk","N/A"
"University of Law","International Admissions","international@law.ac.uk","N/A"
"University of Law","Student Finance","fees@law.ac.uk","N/A"
"University of Law","Accommodation","accommodation@law.ac.uk","N/A"
"University of Law","CAS Team","cas@law.ac.uk","N/A"
"Harper Adams University","General Admissions","admissions@harper-adams.ac.uk","N/A"
"Harper Adams University","UG Admissions","ug.admissions@harper-adams.ac.uk","N/A"
"Harper Adams University","PGT Admissions","pg.admissions@harper-adams.ac.uk","N/A"
"Harper Adams University","PGR Admissions","phd.admissions@harper-adams.ac.uk","N/A"
"Harper Adams University","CS/Computing","computing@harper-adams.ac.uk","N/A"
"Harper Adams University","International Admissions","international@harper-adams.ac.uk","N/A"
"Harper Adams University","Student Finance","fees@harper-adams.ac.uk","N/A"
"Harper Adams University","CS/Engineering MSc","pg.admissions@harper-adams.ac.uk","N/A"
"Harper Adams University","Accommodation","accommodation@harper-adams.ac.uk","N/A"
"Arts Univ Bournemouth","General Admissions","admissions@aub.ac.uk","N/A"
"Arts Univ Bournemouth","UG Admissions","ug.admissions@aub.ac.uk","N/A"
"Arts Univ Bournemouth","PGT Admissions","pg.admissions@aub.ac.uk","N/A"
"Arts Univ Bournemouth","PGR Admissions","phd.admissions@aub.ac.uk","N/A"
"Arts Univ Bournemouth","International Admissions","international@aub.ac.uk","N/A"
"Arts Univ Bournemouth","Student Finance","fees@aub.ac.uk","N/A"
"Arts Univ Bournemouth","Creative Tech/CS MSc","pg.admissions@aub.ac.uk","N/A"
"Arts Univ Bournemouth","Accommodation","accommodation@aub.ac.uk","N/A"
